# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) ",,Artifact Flag
294.66221,46.37743,0.001539,0.000128,2.310355,2.57125,-9.9843,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.662DEC46.377.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.6622&DEC=46.3774&SR=0.01,[[ 0.78426248  0.21573749]],,0
294.0938,46.37454,0.002977,0.000128,2.562009,2.21004,-7.6731,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.094DEC46.375.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.0938&DEC=46.3745&SR=0.01,[[ 0.8790825   0.12091748]],,0
294.36802,46.36597,0.0121,0.000189,2.280739,2.56755,10.27,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.368DEC46.366.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.368&DEC=46.366&SR=0.01,[[ 0.75807917  0.24192077]],,0
293.66355,46.35756,0.001484,0.000128,2.330292,3.1319,9.6351,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.664DEC46.358.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.6636&DEC=46.3576&SR=0.01,[[ 0.77058595  0.22941405]],,0
294.4835,46.21552,0.001819,0.000149,5.855122,9.64073,9.4774,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.484DEC46.216.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.4835&DEC=46.2155&SR=0.01,[[ 0.27709332  0.72290671]],,0
294.48781,46.21687,0.001001,0.000149,6.741501,15.91357,-10.0253,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.488DEC46.217.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.4878&DEC=46.2169&SR=0.01,[[ 0.15514097  0.84485906]],,0
294.98214,46.16657,0.001504,0.000128,2.763325,2.3326,-11.3838,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.982DEC46.167.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9821&DEC=46.1666&SR=0.01,[[ 0.8598327   0.14016728]],,0
294.68415,46.12348,0.003207,0.000171,11.318942,4.23494,-9.9646,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.684DEC46.123.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.6842&DEC=46.1235&SR=0.01,[[ 0.49826205  0.50173801]],,0
294.68329,46.12257,0.002977,0.000171,12.15026,4.48308,-9.9325,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.683DEC46.123.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.6833&DEC=46.1226&SR=0.01,[[ 0.51250947  0.48749053]],,0
294.24756,46.1068,0.001234,0.000128,3.040221,2.38737,-10.5709,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.248DEC46.107.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.2476&DEC=46.1068&SR=0.01,[[ 0.7076208   0.29237923]],,0
294.54434,46.09006,0.003031,0.000134,2.55854,2.17344,8.0093,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.544DEC46.09.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.5443&DEC=46.0901&SR=0.01,[[ 0.32474652  0.67525351]],,0
293.73936,46.03712,0.002261,0.000128,2.749347,3.25203,-8.0718,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.739DEC46.037.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.7394&DEC=46.0371&SR=0.01,[[ 0.63080132  0.36919871]],,0
293.96952,46.01573,0.001814,0.000128,2.563709,2.20629,8.9434,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.97DEC46.016.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.9695&DEC=46.0157&SR=0.01,[[ 0.83309239  0.16690758]],,0
294.06206,45.99055,0.00149,0.000139,10.136408,4.35017,-9.7844,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.062DEC45.991.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.0621&DEC=45.9906&SR=0.01,[[ 0.9596957   0.04030436]],,0
294.06099,45.98943,0.001586,0.000141,10.739561,3.71437,-9.7689,FITST22/VLASS1.1.ql.T22t20.J193725+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.061DEC45.989.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.061&DEC=45.9894&SR=0.01,[[ 0.95137626  0.04862371]],,0
294.17017,47.98572,0.001586,0.000119,2.561742,2.38952,9.7477,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.17DEC47.986.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1702&DEC=47.9857&SR=0.01,[[ 0.72659302  0.27340695]],,0
294.09476,47.93557,0.00285,0.000119,2.262467,2.55686,4.3074,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.095DEC47.936.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.0948&DEC=47.9356&SR=0.01,[[ 0.82098949  0.17901054]],,0
295.30179,47.91994,0.00149066,0.00012,0,0,0,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.302DEC47.92.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.3018&DEC=47.9199&SR=0.01,[[ 0.83420259  0.16579737]],,0
294.13459,47.88797,0.001745,0.000119,2.339649,2.02564,-9.8573,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.135DEC47.888.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1346&DEC=47.888&SR=0.01,[[ 0.81498879  0.18501115]],,0
295.16211,47.87335,0.001373,0.00012,3.052876,2.35993,-10.2022,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.162DEC47.873.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.1621&DEC=47.8734&SR=0.01,[[ 0.75986344  0.24013656]],,0
294.52044,47.87398,0.001588,0.000119,2.574737,1.9753,-9.8704,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.52DEC47.874.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.5204&DEC=47.874&SR=0.01,[[ 0.768121    0.23187898]],,0
295.05158,47.85661,0.002805,0.00012,2.292302,2.44097,9.4531,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.052DEC47.857.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.0516&DEC=47.8566&SR=0.01,[[ 0.81913298  0.180867  ]],,0
294.98379,47.85389,0.002363,0.00012,2.30525,2.68199,10.1676,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.984DEC47.854.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9838&DEC=47.8539&SR=0.01,[[ 0.64159411  0.35840592]],,0
293.836,47.82143,0.004081,0.000123,2.236716,2.47665,10.2702,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.836DEC47.821.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.836&DEC=47.8214&SR=0.01,[[ 0.70338386  0.29661617]],,0
294.26806,47.81746,0.001388,0.000119,3.117035,2.41497,8.3972,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.268DEC47.817.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.2681&DEC=47.8175&SR=0.01,[[ 0.86693394  0.13306606]],,0
295.1782,47.81571,0.001132,0.000119,2.96334,2.17041,6.2301,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.178DEC47.816.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.1782&DEC=47.8157&SR=0.01,[[ 0.75806236  0.24193765]],,0
294.40384,47.81721,0.002135,0.000119,2.568378,2.13136,-9.9897,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.404DEC47.817.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.4038&DEC=47.8172&SR=0.01,[[ 0.79462862  0.20537141]],,0
295.21678,47.79523,0.002063,0.000119,2.482277,2.18036,9.249,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.217DEC47.795.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.2168&DEC=47.7952&SR=0.01,[[ 0.87483889  0.12516105]],,0
294.57402,47.74912,0.016215,0.000223,2.511473,2.17994,-9.999,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.574DEC47.749.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.574&DEC=47.7491&SR=0.01,[[ 0.84910989  0.15089014]],,0
294.78575,47.71012,0.000761,0.000119,7.946261,3.44692,9.5835,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.786DEC47.71.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.7858&DEC=47.7101&SR=0.01,[[ 0.70002407  0.29997599]],,0
293.944,47.69237,0.001658,0.000119,2.230225,2.99747,-11.664,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.944DEC47.692.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.944&DEC=47.6924&SR=0.01,[[ 0.7432729   0.25672707]],,0
294.02725,47.69011,0.024375,0.000346,2.914609,2.4559,-9.4564,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.027DEC47.69.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.0273&DEC=47.6901&SR=0.01,[[ 0.80454433  0.1954557 ]],,0
294.29598,47.68911,0.004074,0.000125,2.571212,2.22728,8.9099,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.296DEC47.689.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.296&DEC=47.6891&SR=0.01,[[ 0.54358107  0.4564189 ]],,0
294.77238,47.67252,0.003311,0.00012,2.304122,2.69006,10.4626,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.772DEC47.673.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.7724&DEC=47.6725&SR=0.01,[[ 0.79714942  0.20285062]],,0
293.94219,47.65722,0.001264,0.000119,2.754821,2.05132,-10.3773,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.942DEC47.657.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.9422&DEC=47.6572&SR=0.01,[[ 0.85840821  0.14159177]],,0
293.9741,47.62076,0.002008,0.000119,2.441778,2.58324,10.5081,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA293.974DEC47.621.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.9741&DEC=47.6208&SR=0.01,[[ 0.74339283  0.2566072 ]],,0
294.72269,47.57423,0.002837,0.000119,2.369782,2.23349,-10.0765,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.723DEC47.574.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.7227&DEC=47.5742&SR=0.01,[[ 0.6234169  0.3765831]],,0
294.96488,47.56052,0.003696,0.000158,5.290177,2.94447,10.2017,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.965DEC47.561.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9649&DEC=47.5605&SR=0.01,[[ 0.50931019  0.49068978]],,0
294.95723,47.55759,0.002149,0.000157,8.373113,4.14768,-9.3027,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.957DEC47.558.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9572&DEC=47.5576&SR=0.01,[[ 0.47715768  0.52284229]],,0
294.95516,47.55621,0.00215,0.000157,8.360775,4.14484,9.547,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.955DEC47.556.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.9552&DEC=47.5562&SR=0.01,[[ 0.59918481  0.40081516]],,0
294.66278,47.50608,0.00947,0.000162,2.493278,2.19372,-9.9945,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.663DEC47.506.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.6628&DEC=47.5061&SR=0.01,[[ 0.68100762  0.31899235]],,0
294.58124,47.49902,0.007721,0.000168,2.467883,3.69192,9.5958,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.581DEC47.499.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.5812&DEC=47.499&SR=0.01,[[ 0.71524602  0.28475398]],,0
294.2624,47.47025,0.001543,0.000119,2.030833,2.33695,1.0801,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.262DEC47.47.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.2624&DEC=47.4703&SR=0.01,[[ 0.79399228  0.20600766]],,0
294.84569,47.46761,0.003281,0.000119,2.563606,2.39906,2.4142,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.846DEC47.468.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.8457&DEC=47.4676&SR=0.01,[[ 0.86116862  0.13883139]],,0
295.18292,47.46294,0.008654,0.000201,4.517562,2.84738,10.2111,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.183DEC47.463.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.1829&DEC=47.4629&SR=0.01,[[ 0.70851594  0.29148403]],,0
295.15092,47.46076,0.042532,0.000513,2.181746,2.49223,10.3827,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.151DEC47.461.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.1509&DEC=47.4608&SR=0.01,[[ 0.75438952  0.24561042]],,0
294.11777,47.45114,0.001312,0.000119,2.3217,3.96417,10.3195,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.118DEC47.451.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1178&DEC=47.4511&SR=0.01,[[ 0.80569774  0.19430231]],,0
294.86435,47.35273,0.002143,0.00013,2.827976,2.9106,10.2416,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.864DEC47.353.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.8644&DEC=47.3527&SR=0.01,[[ 0.47087318  0.52912682]],,0
294.85888,47.34982,0.003283,0.00013,2.792618,3.08919,-12.6781,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.859DEC47.35.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.8589&DEC=47.3498&SR=0.01,[[ 0.48573184  0.5142681 ]],,0
295.17373,47.34816,0.001647,0.000119,2.22266,2.86372,-10.394,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.174DEC47.348.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.1737&DEC=47.3482&SR=0.01,[[ 0.79228806  0.20771198]],,0
294.87616,47.31255,0.001642,0.000119,2.241828,2.37084,10.7228,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.876DEC47.313.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.8762&DEC=47.3126&SR=0.01,[[ 0.87086493  0.12913512]],,0
294.18069,47.2915,0.003391,0.000139,3.19434,2.57827,-8.102,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.181DEC47.292.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1807&DEC=47.2915&SR=0.01,[[ 0.81116754  0.18883246]],,0
294.5913,47.29079,0.004138,0.000127,2.48407,2.221,-10.1352,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.591DEC47.291.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.5913&DEC=47.2908&SR=0.01,[[ 0.78041297  0.21958704]],,0
294.18208,47.27558,0.000798,0.00014,6.418107,13.73726,9.7586,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.182DEC47.276.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1821&DEC=47.2756&SR=0.01,[[ 0.56262666  0.43737331]],,0
294.68654,47.27562,0.007355,0.000146,2.421502,2.26361,-9.9798,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.687DEC47.276.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.6865&DEC=47.2756&SR=0.01,[[ 0.62755352  0.37244648]],,0
294.18553,47.2751,0.002802,0.00014,2.888262,5.28948,9.8095,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA294.186DEC47.275.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.1855&DEC=47.2751&SR=0.01,[[ 0.58970922  0.41029078]],,0
295.2207,47.26822,0.001541,0.000119,2.030525,2.50481,-20.1294,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.221DEC47.268.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.2207&DEC=47.2682&SR=0.01,[[ 0.79887366  0.20112629]],,0
295.22029,47.25158,0.001138,0.000119,8.243055,2.23508,-10.0831,FITST22/VLASS1.1.ql.T22t20.J193807+473000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA295.22DEC47.252.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.2203&DEC=47.2516&SR=0.01,[[ 0.82075304  0.17924701]],,0
