# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) ",,Artifact Flag
275.90028,45.90909,0.001876,0.000133,2.131495,2.7229,-10.4528,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.9DEC45.909.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.9003&DEC=45.9091&SR=0.01,[[ 0.69152284  0.30847713]],,0
276.58319,45.90007,0.001302,0.000133,2.490836,2.32593,9.5343,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.583DEC45.9.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.5832&DEC=45.9001&SR=0.01,[[ 0.7459709   0.25402907]],,0
276.6506,45.89396,0.001128,0.000133,6.092526,3.18771,-9.5379,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.651DEC45.894.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.6506&DEC=45.894&SR=0.01,[[ 0.65849125  0.34150884]],,0
276.07643,45.87147,0.007492,0.000152,2.746619,2.30099,10.0685,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.076DEC45.871.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0764&DEC=45.8715&SR=0.01,[[ 0.87608862  0.12391142]],,0
276.18181,45.84453,0.000796,0.000133,6.041335,3.9035,-9.9594,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.182DEC45.845.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.1818&DEC=45.8445&SR=0.01,[[ 0.73781949  0.26218048]],,0
276.19412,45.83631,0.00225,0.000133,3.146846,4.29994,9.8999,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.194DEC45.836.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.1941&DEC=45.8363&SR=0.01,[[ 0.64486927  0.35513067]],,0
276.64117,45.83011,0.013483,0.000202,2.595994,2.25339,10.0792,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.641DEC45.83.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.6412&DEC=45.8301&SR=0.01,[[ 0.83325589  0.16674407]],,0
276.88761,45.79007,0.001733,0.000133,2.164024,2.60605,-9.9027,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.888DEC45.79.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.8876&DEC=45.7901&SR=0.01,[[ 0.79418182  0.20581818]],,0
275.64199,45.77503,0.001009,0.000133,2.868716,4.97345,-9.9497,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.642DEC45.775.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.642&DEC=45.775&SR=0.01,[[ 0.66802967  0.33197036]],,0
276.0234,45.76973,0.001206,0.000133,3.166733,2.39617,9.7585,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.023DEC45.77.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0234&DEC=45.7697&SR=0.01,[[ 0.69354808  0.30645195]],,0
276.78964,45.74731,0.007012,0.000154,2.980718,2.55533,9.9154,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.79DEC45.747.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.7896&DEC=45.7473&SR=0.01,[[ 0.8620007   0.13799927]],,0
275.83314,45.72599,0.00283,0.000133,4.074366,2.88967,9.71,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.833DEC45.726.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.8331&DEC=45.726&SR=0.01,[[ 0.45360059  0.54639941]],,0
277.05383,45.68979,0.00209,0.000133,2.763504,2.36349,10.6122,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA277.054DEC45.69.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=277.0538&DEC=45.6898&SR=0.01,[[ 0.86301768  0.13698228]],,0
277.05686,45.68364,0.001799,0.000133,2.741983,3.5628,6.2365,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA277.057DEC45.684.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=277.0569&DEC=45.6836&SR=0.01,[[ 0.71965796  0.28034204]],,0
275.70025,45.63661,0.008403,0.000156,2.651585,2.26376,9.9825,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.7DEC45.637.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7003&DEC=45.6366&SR=0.01,[[ 0.74795306  0.25204694]],,0
276.03176,45.63713,0.010147,0.000252,3.585803,2.70841,-9.4328,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.032DEC45.637.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0318&DEC=45.6371&SR=0.01,[[ 0.62717307  0.37282687]],,0
276.02918,45.63082,0.009445,0.000252,3.451379,2.83616,2.9441,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.029DEC45.631.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0292&DEC=45.6308&SR=0.01,[[ 0.42496648  0.57503355]],,0
276.86486,45.61475,0.0041,0.000133,2.372192,2.71124,-22.9759,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.865DEC45.615.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.8649&DEC=45.6148&SR=0.01,[[ 0.80799544  0.19200453]],,0
275.6537,45.60058,0.003716,0.000133,2.134943,2.57725,-10.4621,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.654DEC45.601.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.6537&DEC=45.6006&SR=0.01,[[ 0.55945706  0.44054288]],,0
276.03417,45.58013,0.001646,0.000133,3.721694,2.60587,-8.0504,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.034DEC45.58.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0342&DEC=45.5801&SR=0.01,[[ 0.81514275  0.18485719]],,0
275.78289,45.55369,0.001204,0.000133,2.674939,3.19668,-10.0972,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.783DEC45.554.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7829&DEC=45.5537&SR=0.01,[[ 0.69588691  0.30411306]],,0
276.68264,45.5505,0.00146,0.000133,2.442106,2.30819,9.0239,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.683DEC45.551.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.6826&DEC=45.5505&SR=0.01,[[ 0.85130519  0.14869477]],,0
276.63057,45.54357,0.00389,0.000133,2.272022,2.52585,-13.2782,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.631DEC45.544.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.6306&DEC=45.5436&SR=0.01,[[ 0.75818998  0.24180996]],,0
276.24934,45.49252,0.001634,0.000133,2.314789,3.44899,-9.7325,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.249DEC45.493.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.2493&DEC=45.4925&SR=0.01,[[ 0.78275871  0.21724135]],,0
275.75627,45.45386,0.00114,0.000133,2.961496,2.60977,-23.4308,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.756DEC45.454.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7563&DEC=45.4539&SR=0.01,[[ 0.68614483  0.31385514]],,0
277.07362,45.43382,0.001904,0.000133,2.727603,2.23084,10.1868,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA277.074DEC45.434.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=277.0736&DEC=45.4338&SR=0.01,[[ 0.72835732  0.27164263]],,0
276.70497,45.43421,0.080569,0.001023,2.698052,2.27186,9.9891,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.705DEC45.434.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.705&DEC=45.4342&SR=0.01,[[ 0.76400483  0.23599514]],,0
276.43094,45.40309,0.001585,0.000133,8.703794,2.80949,9.9195,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.431DEC45.403.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4309&DEC=45.4031&SR=0.01,[[ 0.84253359  0.15746643]],,0
276.42777,45.40087,0.001584,0.000133,8.732118,2.81312,9.9194,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.428DEC45.401.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4278&DEC=45.4009&SR=0.01,[[ 0.88731998  0.11268003]],,0
275.79844,45.3913,0.001599,0.000133,3.168699,2.85125,-10.4113,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.798DEC45.391.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7984&DEC=45.3913&SR=0.01,[[ 0.7886433   0.21135668]],,0
275.85732,45.38539,0.00572,0.000143,3.02534,2.3893,9.7638,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.857DEC45.385.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.8573&DEC=45.3854&SR=0.01,[[ 0.79262739  0.20737261]],,0
275.64606,45.30159,0.002821,0.000133,2.597418,2.3751,10.3636,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.646DEC45.302.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.6461&DEC=45.3016&SR=0.01,[[ 0.71277648  0.28722355]],,0
276.78134,45.28879,0.001812,0.000135,5.599929,3.76389,6.0685,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.781DEC45.289.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.7813&DEC=45.2888&SR=0.01,[[ 0.81608135  0.18391863]],,0
276.07037,45.24642,0.002101,0.000133,6.841532,2.87865,-9.7292,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.07DEC45.246.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0704&DEC=45.2464&SR=0.01,[[ 0.82338035  0.17661969]],,0
276.06958,45.24586,0.002101,0.000133,6.83968,2.87741,-9.7291,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.07DEC45.246.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0696&DEC=45.2459&SR=0.01,[[ 0.79724002  0.20276   ]],,0
275.69238,45.24386,0.002659,0.000133,2.568911,2.33519,10.4461,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.692DEC45.244.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.6924&DEC=45.2439&SR=0.01,[[ 0.7366575  0.2633425]],,0
275.67737,45.21795,0.019308,0.000387,5.039955,2.77066,9.6859,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.677DEC45.218.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.6774&DEC=45.218&SR=0.01,[[ 0.83594579  0.16405426]],,0
276.85845,45.21892,0.077043,0.000946,2.589565,2.22823,-11.8863,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.858DEC45.219.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.8585&DEC=45.2189&SR=0.01,[[ 0.80258584  0.19741416]],,0
276.31318,45.20681,0.00289,0.000133,2.801707,2.39467,-11.692,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.313DEC45.207.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.3132&DEC=45.2068&SR=0.01,[[ 0.91030598  0.089694  ]],,0
276.4155,45.19962,0.001894,0.000133,2.907161,2.34473,10.001,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.416DEC45.2.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4155&DEC=45.1996&SR=0.01,[[ 0.75507647  0.2449235 ]],,0
275.71846,45.18849,0.005703,0.000139,2.761777,2.29315,-8.7634,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.718DEC45.188.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7185&DEC=45.1885&SR=0.01,[[ 0.83111596  0.16888402]],,0
276.28848,45.15791,0.001973,0.000133,2.983485,9.31745,-9.6034,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.288DEC45.158.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.2885&DEC=45.1579&SR=0.01,[[ 0.64518154  0.35481846]],,0
276.26482,45.13167,0.002476,0.000133,3.052823,2.25159,-8.8715,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.265DEC45.132.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.2648&DEC=45.1317&SR=0.01,[[ 0.58024716  0.41975284]],,0
275.96698,45.10375,0.008358,0.000166,2.575508,2.92752,-3.4806,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.967DEC45.104.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.967&DEC=45.1038&SR=0.01,[[ 0.75754112  0.24245889]],,0
277.05036,45.09325,0.001232,0.000133,3.531343,2.57255,-9.0069,FITST22/VLASS1.1.ql.T22t19.J182527+453000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA277.05DEC45.093.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=277.0504&DEC=45.0933&SR=0.01,[[ 0.74019516  0.25980487]],,0
276.46359,46.99791,0.002084,0.000141,2.754798,2.61468,-0.8372,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.464DEC46.998.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4636&DEC=46.9979&SR=0.01,[[ 0.862333    0.13766706]],,0
276.30495,46.99086,0.001561,0.000132,2.763391,2.06312,10.2658,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.305DEC46.991.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.305&DEC=46.9909&SR=0.01,[[ 0.79120809  0.20879194]],,0
276.47721,46.98551,0.004591,0.000143,2.738678,2.63694,-9.0559,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.477DEC46.986.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4772&DEC=46.9855&SR=0.01,[[ 0.81938845  0.1806116 ]],,0
276.05431,46.96081,0.012612,0.000357,3.88856,4.91112,8.5073,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.054DEC46.961.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0543&DEC=46.9608&SR=0.01,[[ 0.71085554  0.28914446]],,0
276.05171,46.95879,0.012155,0.000358,6.410004,3.36618,9.8436,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.052DEC46.959.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0517&DEC=46.9588&SR=0.01,[[ 0.7547524   0.24524756]],,0
276.17357,46.94944,0.001652,0.000132,2.48272,2.08484,10.1855,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.174DEC46.949.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.1736&DEC=46.9494&SR=0.01,[[ 0.88100129  0.11899873]],,0
275.78945,46.93124,0.010045,0.000178,2.206044,2.64371,11.731,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA275.789DEC46.931.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.7895&DEC=46.9312&SR=0.01,[[ 0.84012175  0.1598783 ]],,0
276.44442,46.91962,0.011652,0.000488,3.112882,3.5493,-11.747,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.444DEC46.92.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4444&DEC=46.9196&SR=0.01,[[ 0.73557419  0.26442581]],,0
276.46752,46.90613,0.019339,0.000492,3.316088,4.90349,9.9141,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.468DEC46.906.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4675&DEC=46.9061&SR=0.01,[[ 0.57821912  0.42178088]],,0
276.51072,46.89957,0.004963,0.000196,3.493156,6.00284,9.4557,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.511DEC46.9.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.5107&DEC=46.8996&SR=0.01,[[ 0.65114927  0.34885073]],,0
276.08415,46.88357,0.001457,0.000132,2.142683,2.37163,10.7498,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.084DEC46.884.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.0842&DEC=46.8836&SR=0.01,[[ 0.74655044  0.25344953]],,0
276.32818,46.88033,0.001414,0.000132,2.593595,3.21377,-9.9797,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.328DEC46.88.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.3282&DEC=46.8803&SR=0.01,[[ 0.82628322  0.17371677]],,0
276.4117,46.87617,0.004267,0.000146,2.579297,2.89726,8.9122,FITST22/VLASS1.1.ql.T22t19.J182554+463000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST22/RA276.412DEC46.876.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=276.4117&DEC=46.8762&SR=0.01,[[ 0.56966949  0.43033043]],,0
