# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) ",,Artifact Flag
281.24478,49.42483,0.001567,0.00012,3.173678,2.83879,-7.441,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.245DEC49.425.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=257.7528&DEC=49.5083&SR=0.01,[[ 0.75564146  0.24435849]],,0
281.23376,51.39526,0.0041,0.000123,2.901016,2.1936,-10.1657,FITST23/VLASS1.1.ql.T23t19.J184740+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.234DEC51.395.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=265.1043&DEC=50.9199&SR=0.01,[[ 0.66703528  0.33296469]],,0
281.2234,49.01389,0.00285942,0.000136,0,0,0,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.223DEC49.014.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=282.2615&DEC=49.9818&SR=0.01,[[ 0.92877734  0.07122264]],,0
281.22337,49.01372,0.002904,0.000121,2.964611,2.35917,-10.7912,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.223DEC49.014.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=261.3008&DEC=51.1388&SR=0.01,[[ 0.77642804  0.22357193]],,0
281.2171,48.0918,0.002443,0.000157,3.427038,8.69152,9.6858,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.217DEC48.092.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=289.5655&DEC=48.6914&SR=0.01,[[ 0.81655425  0.18344575]],,0
281.21407,48.05778,0.001356,0.000136,2.181903,2.61148,-9.1009,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.214DEC48.058.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=289.089&DEC=50.4276&SR=0.01,[[ 0.77091336  0.22908664]],,0
281.214,50.68408,0.004095,0.00016,2.568177,3.5987,9.9755,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.214DEC50.684.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=259.2563&DEC=51.5083&SR=0.01,[[ 0.76094824  0.2390518 ]],,0
281.20789,48.5478,0.00275,0.000136,2.285382,3.09088,-9.2171,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.208DEC48.548.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=266.3279&DEC=48.4957&SR=0.01,[[ 0.70428234  0.2957176 ]],,0
281.20513,50.20311,0.00342,0.000127,2.378169,2.98498,10,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.205DEC50.203.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=284.0796&DEC=48.1606&SR=0.01,[[ 0.80286932  0.19713075]],,0
281.20269,48.09373,0.003271,0.000158,2.824328,6.80301,9.6344,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.203DEC48.094.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=264.1135&DEC=51.9269&SR=0.01,[[ 0.52819419  0.47180584]],,0
281.20029,48.34385,0.001011,0.000136,3.325954,4.4144,-9.6464,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.2DEC48.344.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=271.6879&DEC=48.132&SR=0.01,[[ 0.6372363   0.36276373]],,0
281.19809,50.6889,0.002103,0.000159,4.747354,7.25502,-10.0434,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.198DEC50.689.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.155&DEC=51.4722&SR=0.01,[[ 0.51748466  0.48251534]],,0
281.19078,50.68701,0.002154,0.000159,4.880082,6.56792,9.592,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.191DEC50.687.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=269.7223&DEC=48.3212&SR=0.01,[[ 0.54837233  0.45162767]],,0
281.18855,48.68616,0.003006,0.000136,4.436464,3.13052,10.0706,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.189DEC48.686.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=267.8071&DEC=48.9905&SR=0.01,[[ 0.6460731   0.35392693]],,0
281.18278,48.33604,0.002355,0.000136,2.961108,3.63781,-9.5273,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.183DEC48.336.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.229&DEC=50.333&SR=0.01,[[ 0.8968668   0.10313313]],,0
281.18071,50.40276,0.007883,0.000309,3.519,2.92645,-9.9631,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.181DEC50.403.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.6533&DEC=51.7038&SR=0.01,[[ 0.5645991   0.43540093]],,0
281.1769,50.40847,0.017661,0.000309,2.736857,2.30465,-10.4188,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.177DEC50.408.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=297.5035&DEC=48.1127&SR=0.01,[[ 0.6172871   0.38271284]],,0
281.16911,50.41809,0.005747,0.000309,4.52334,2.68473,-10.0495,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.169DEC50.418.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=273.0638&DEC=51.0184&SR=0.01,[[ 0.63099867  0.36900133]],,0
281.16552,50.98253,0.004211,0.000132,2.642445,4.04833,-9.4536,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.166DEC50.983.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.6843&DEC=48.5415&SR=0.01,[[ 0.58232266  0.4176774 ]],,0
281.1653,50.98256,0.00354005,0.000146,0,0,0,FITST23/VLASS1.1.ql.T23t19.J184740+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.165DEC50.983.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.4811&DEC=48.5824&SR=0.01,[[ 0.74250704  0.2574929 ]],,0
281.13907,49.7781,0.004804,0.000145,3.376109,2.833,-11.9563,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.139DEC49.778.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=264.2147&DEC=50.3899&SR=0.01,[[ 0.70318598  0.29681405]],,0
281.13359,49.83554,0.009158,0.00018,3.454898,2.507,-26.0766,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.134DEC49.836.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=292.3154&DEC=51.1483&SR=0.01,[[ 0.47609016  0.52390981]],,0
281.107,50.06941,0.001433,0.000127,2.845638,2.57161,-9.4115,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.107DEC50.069.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=290.2981&DEC=49.4651&SR=0.01,[[ 0.80553997  0.19446003]],,0
281.08842,48.0976,0.001924,0.000136,2.936922,4.22975,3.148,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.088DEC48.098.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=282.7197&DEC=49.747&SR=0.01,[[ 0.73235822  0.26764178]],,0
281.08012,49.58388,0.00144,0.00012,2.846954,2.03374,8.1385,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.08DEC49.584.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=297.3474&DEC=48.2962&SR=0.01,[[ 0.84105968  0.15894032]],,0
281.0524,50.61999,0.003998,0.000127,2.404516,2.66504,-12.2706,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.052DEC50.62.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=289.6037&DEC=50.0933&SR=0.01,[[ 0.86116379  0.13883615]],,0
281.05214,50.13881,0.001167,0.000127,2.837431,2.45084,-10.8745,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.052DEC50.139.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=268.0916&DEC=51.3651&SR=0.01,[[ 0.57872522  0.42127472]],,0
281.0514,50.95743,0.000978,0.000127,4.005438,2.87933,-9.6252,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.051DEC50.957.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=293.8517&DEC=51.163&SR=0.01,[[ 0.66879755  0.33120245]],,0
281.04787,50.26452,0.00324,0.000127,2.791964,2.63937,-10.0186,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.048DEC50.265.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=275.2367&DEC=49.7119&SR=0.01,[[ 0.71266824  0.28733185]],,0
281.04763,50.09982,0.000986,0.000127,5.888564,3.97294,10.1307,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.048DEC50.1.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.5848&DEC=51.1882&SR=0.01,[[ 0.69352114  0.30647886]],,0
281.03441,48.04944,0.003447,0.000136,3.160683,3.66694,-9.9605,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.034DEC48.049.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.2993&DEC=48.229&SR=0.01,[[ 0.65903342  0.34096667]],,0
281.02795,48.23594,0.001419,0.000136,5.414069,8.99389,10.0585,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.028DEC48.236.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=296.2999&DEC=49.6176&SR=0.01,[[ 0.34204143  0.65795857]],,0
281.02377,49.3523,0.003525,0.000121,2.836662,2.45551,8.0229,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.024DEC49.352.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.8852&DEC=49.0766&SR=0.01,[[ 0.57438946  0.42561045]],,0
281.01888,49.62983,0.00278,0.000126,2.234226,2.99957,9.7386,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.019DEC49.63.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=296.5256&DEC=51.9793&SR=0.01,[[ 0.4394215   0.56057853]],,0
281.01547,49.61259,0.000722,0.000128,3.359267,18.53463,-10.0878,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.015DEC49.613.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=271.0102&DEC=47.9994&SR=0.01,[[ 0.69540775  0.30459222]],,0
281.01248,50.58222,0.001423,0.000127,2.404489,3.33198,3.7134,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.012DEC50.582.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=290.7693&DEC=51.8618&SR=0.01,[[ 0.80795151  0.19204856]],,0
281.01053,50.10563,0.001689,0.000127,2.154613,2.92271,10.0585,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.011DEC50.106.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=262.0358&DEC=50.7917&SR=0.01,[[ 0.80590248  0.19409755]],,0
281.00935,51.42708,0.001997,0.00012,2.590106,2.06917,-7.1326,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.009DEC51.427.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=286.2616&DEC=51.2891&SR=0.01,[[ 0.85414159  0.14585848]],,0
281.00896,48.4154,0.001674,0.000136,2.726658,2.46906,-10.7606,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.009DEC48.415.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.5566&DEC=48.3524&SR=0.01,[[ 0.86434686  0.13565318]],,0
281.00545,50.32447,0.003362,0.000128,3.231327,2.84546,9.4273,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA281.005DEC50.324.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=284.4631&DEC=49.485&SR=0.01,[[ 0.63747638  0.36252356]],,0
280.9902,51.63005,0.006284,0.00014,2.445501,2.64215,10.1463,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.99DEC51.63.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=264.1662&DEC=50.2483&SR=0.01,[[ 0.68386745  0.31613255]],,0
280.98628,48.85148,0.095156,0.001275,2.332966,2.99219,6.4492,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.986DEC48.851.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=269.6788&DEC=48.0955&SR=0.01,[[ 0.74851924  0.25148076]],,0
280.97614,49.23751,0.001872,0.00012,2.105636,2.81726,9.5264,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.976DEC49.238.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=260.6476&DEC=51.8597&SR=0.01,[[ 0.7520051   0.24799486]],,0
280.96917,48.26491,0.007292,0.000152,2.283533,2.89689,9.5912,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.969DEC48.265.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=283.7858&DEC=50.1868&SR=0.01,[[ 0.78212517  0.2178748 ]],,0
280.96447,51.9713,0.047749,0.000599,2.239674,2.66209,10.1639,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.964DEC51.971.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=286.4417&DEC=48.3846&SR=0.01,[[ 0.74477011  0.25522983]],,0
280.9587,48.52775,0.001224,0.000136,2.922021,2.6765,10.8851,FITST23/VLASS1.1.ql.T23t19.J184450+483000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.959DEC48.528.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=295.3035&DEC=48.07&SR=0.01,[[ 0.86187148  0.13812855]],,0
280.953,49.12671,0.005827,0.000154,2.788841,4.05476,-0.0415,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.953DEC49.127.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=281.2926&DEC=50.7884&SR=0.01,[[ 0.71172804  0.28827196]],,0
280.91598,51.7833,0.001577,0.00012,2.604636,3.09156,-9.5641,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.916DEC51.783.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=281.2079&DEC=48.5478&SR=0.01,[[ 0.65684259  0.34315732]],,0
280.91533,50.7874,0.001561,0.000127,2.45532,3.19633,9.8443,FITST23/VLASS1.1.ql.T23t19.J184640+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.915DEC50.787.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=260.4515&DEC=49.7854&SR=0.01,[[ 0.63910806  0.36089194]],,0
280.91498,50.78719,0.001573,0.000123,2.482114,3.17732,9.7909,FITST23/VLASS1.1.ql.T23t19.J184026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.915DEC50.787.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=294.7494&DEC=48.9995&SR=0.01,[[ 0.71516746  0.2848326 ]],,0
280.91475,49.15307,0.018561,0.000284,2.544836,2.94576,-11.8613,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.915DEC49.153.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=274.7566&DEC=49.2019&SR=0.01,[[ 0.81922513  0.18077491]],,0
280.88739,49.14914,0.002465,0.000284,2.219908,2.78009,9.7956,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.887DEC49.149.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=288.7978&DEC=48.1593&SR=0.01,[[ 0.77876854  0.22123152]],,0
280.86112,49.53371,0.005043,0.000134,2.407974,2.81101,-9.1757,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.861DEC49.534.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=290.7007&DEC=51.7436&SR=0.01,[[ 0.68594593  0.31405404]],,0
280.8588,49.75051,0.000932,0.00012,4.572368,2.53775,9.4535,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.859DEC49.751.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=285.3977&DEC=49.4255&SR=0.01,[[ 0.66872138  0.33127865]],,0
280.85225,49.92836,0.001759,0.00012,2.697284,2.56756,-9.754,FITST23/VLASS1.1.ql.T23t19.J184543+493000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.852DEC49.928.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=280.8413&DEC=51.5895&SR=0.01,[[ 0.79981178  0.20018825]],,0
280.84131,51.58949,0.001589,0.00012,3.050554,2.56709,-9.3806,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.841DEC51.589.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=289.4743&DEC=50.712&SR=0.01,[[ 0.85411823  0.14588174]],,0
280.83376,51.20026,0.001588,0.00012,2.095043,3.68384,9.885,FITST23/VLASS1.1.ql.T23t19.J184118+513000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.834DEC51.2.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=256.616&DEC=48.4542&SR=0.01,[[ 0.76357985  0.23642018]],,0
280.82913,50.15074,0.015347,0.000289,2.452406,4.61058,10.0829,FITST23/VLASS1.1.ql.T23t19.J184026+503000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST23/RA280.829DEC50.151.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=282.445&DEC=49.1804&SR=0.01,[[ 0.66273803  0.337262  ]],,0
