76.90472,15.22993,0.007682,0.00045,2.924365,19.02817,6.7129,VLASS1.1.ql.T14t08.J050655+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA76.905DEC15.23.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=76.9047&DEC=15.2299&SR=0.01,[[ 0.00650957  0.99349046]]
76.90284,15.23035,0.01048,0.00045,2.648468,16.68484,9.8837,VLASS1.1.ql.T14t08.J050655+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA76.903DEC15.23.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=76.9028&DEC=15.2304&SR=0.01,[[ 0.00748415  0.99251586]]
95.12731,13.74733,0.024298,0.000513,3.950092,2.52258,-10.1001,VLASS1.1.ql.T14t10.J061828+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA95.127DEC13.747.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=95.1273&DEC=13.7473&SR=0.01,[[ 0.00857246  0.99142754]]
95.12768,13.74588,0.005976,0.000513,26.148559,3.38524,-9.8978,VLASS1.1.ql.T14t10.J061828+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA95.128DEC13.746.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=95.1277&DEC=13.7459&SR=0.01,[[ 0.00982702  0.99017298]]
95.12723,13.74725,0.024568,0.000581,4.041607,2.72563,-10.0972,VLASS1.1.ql.T14t10.J062234+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA95.127DEC13.747.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=95.1272&DEC=13.7473&SR=0.01,[[ 0.01080962  0.98919034]]
148.45157,14.16185,0.003407,0.000286,21.105379,9.67978,-0.0768,VLASS1.1.ql.T14t15.J095502+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA148.452DEC14.162.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=148.4516&DEC=14.1619&SR=0.01,[[ 0.0110454   0.98895466]]
95.12792,13.74572,0.006136,0.00057,22.958849,5.14604,-9.8982,VLASS1.1.ql.T14t10.J062234+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA95.128DEC13.746.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=95.1279&DEC=13.7457&SR=0.01,[[ 0.01399027  0.98600972]]
73.83781,13.95989,0.004948,0.000398,3.716214,14.15567,9.9183,VLASS1.1.ql.T14t08.J045422+133000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA73.838DEC13.96.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=73.8378&DEC=13.9599&SR=0.01,[[ 0.01625087  0.98374915]]
105.67743,15.98223,0.008129,0.000316,2.204066,1.92459,-9.9116,VLASS1.1.ql.T14t11.J070246+153000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA105.677DEC15.982.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=105.6774&DEC=15.9822&SR=0.01,[[ 0.01879628  0.98120373]]
68.31095,14.19124,0.000574,0.00025,10.391407,53.76095,9.7469,VLASS1.1.ql.T14t07.J043502+143000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST14/RA68.311DEC14.191.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=68.311&DEC=14.1912&SR=0.01,[[ 0.02358345  0.97641653]]
