# ra(J2000),dec(J2000),amp(Jy/beam),rms(Jy/beam),FWHMy(arcsec),FWHMx(arcsec),Bpa(degrees),FieldName,"png image link (Notes: If a link fails, it's because the ROUND feature dropped trailing zeros in the coordinates, so try putting them in by hand. Some artifacts have been kept in, and are distiguished by very large FWHM in one axis and very narrow in another.)  ",NED Lookup,"[[prob Compact, prob Complex]] (output of binary CNN used to identify interesting and complex sources) "
258.3966,23.80321,0.001497,0.000169,2.416941,2.98397,9.2145,VLASS1.1.ql.T16t23.J171413+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.397DEC23.803.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3966&DEC=23.8032&SR=0.01,[[ 0.66424018  0.33575985]]
258.387,21.93276,0.007401,0.000733,4.095991,15.14608,9.1064,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.387DEC21.933.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.387&DEC=21.9328&SR=0.01,[[ 0.74905169  0.25094834]]
258.38576,21.9327,0.057774,0.000733,2.448318,2.2861,10.44,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.386DEC21.933.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3858&DEC=21.9327&SR=0.01,[[ 0.7505765   0.24942349]]
258.37736,22.06583,0.002146,0.000159,2.341019,2.63732,-10.1542,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.377DEC22.066.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3774&DEC=22.0658&SR=0.01,[[ 0.6563099   0.34369013]]
258.37618,22.60978,0.001783,0.000159,3.418982,2.73322,-8.9722,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.376DEC22.61.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3762&DEC=22.6098&SR=0.01,[[ 0.61942852  0.38057148]]
258.3692,23.15744,0.005192,0.000169,2.731543,3.89845,15.4489,VLASS1.1.ql.T16t23.J171413+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.369DEC23.157.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3692&DEC=23.1574&SR=0.01,[[ 0.4583928  0.5416072]]
258.36908,23.15733,0.005223,0.000159,2.772726,3.92881,12.3249,VLASS1.1.ql.T16t23.J171116+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.369DEC23.157.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3691&DEC=23.1573&SR=0.01,[[ 0.34702712  0.65297288]]
258.3643,23.36247,0.003382,0.000136,2.853657,2.48115,10.3246,VLASS1.1.ql.T16t23.J171116+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.364DEC23.362.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3643&DEC=23.3625&SR=0.01,[[ 0.80311406  0.196886  ]]
258.36417,23.36235,0.00337,0.000169,2.829631,2.46652,10.2933,VLASS1.1.ql.T16t23.J171413+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.364DEC23.362.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3642&DEC=23.3624&SR=0.01,[[ 0.66614234  0.33385769]]
258.34021,22.4093,0.001762,0.000159,2.044974,2.43189,-10.5854,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.34DEC22.409.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3402&DEC=22.4093&SR=0.01,[[ 0.81440711  0.18559292]]
258.33961,21.27462,0.010658,0.000231,2.246216,2.51576,-10.178,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.34DEC21.275.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3396&DEC=21.2746&SR=0.01,[[ 0.90827107  0.09172899]]
258.30168,20.48481,0.00831,0.000168,2.268412,2.58249,-10.3374,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.302DEC20.485.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.3017&DEC=20.4848&SR=0.01,[[ 0.61561376  0.38438621]]
258.28955,21.29401,0.002766,0.000231,2.264723,2.45023,7.4818,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.29DEC21.294.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2896&DEC=21.294&SR=0.01,[[ 0.84819388  0.1518061 ]]
258.28776,22.66188,0.004571,0.000155,2.289488,2.81537,-9.9315,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.288DEC22.662.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2878&DEC=22.6619&SR=0.01,[[ 0.72821611  0.27178392]]
258.28774,22.66186,0.004553,0.000159,2.253456,2.79538,-9.9234,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.288DEC22.662.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2877&DEC=22.6619&SR=0.01,[[ 0.6761077   0.32389233]]
258.28537,20.85798,0.002201,0.00026,6.28464,11.75864,-10.1525,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.285DEC20.858.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2854&DEC=20.858&SR=0.01,[[ 0.38993764  0.61006242]]
258.28241,20.85551,0.00209,0.00026,6.324145,12.05407,-10.1218,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.282DEC20.856.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2824&DEC=20.8555&SR=0.01,[[ 0.46692577  0.5330742 ]]
258.27987,22.68777,0.013451,0.000204,2.238407,2.56678,-10.0285,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.28DEC22.688.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2799&DEC=22.6878&SR=0.01,[[ 0.85254145  0.14745851]]
258.27977,22.68768,0.013414,0.000205,2.581204,2.25263,10.3755,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.28DEC22.688.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2798&DEC=22.6877&SR=0.01,[[ 0.89620733  0.10379266]]
258.27843,20.84269,0.011135,0.00026,4.17372,2.81076,9.8957,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.278DEC20.843.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2784&DEC=20.8427&SR=0.01,[[ 0.91150939  0.08849064]]
258.2775,22.1243,0.00615,0.000269,4.415479,10.93087,-9.6522,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.278DEC22.124.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2775&DEC=22.1243&SR=0.01,[[ 0.21125355  0.78874648]]
258.2773,22.12412,0.006256,0.000275,4.439965,10.99013,-9.6624,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.277DEC22.124.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2773&DEC=22.1241&SR=0.01,[[ 0.23564659  0.76435345]]
258.27421,22.12219,0.004629,0.000275,6.093438,12.3448,-9.3299,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.274DEC22.122.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2742&DEC=22.1222&SR=0.01,[[ 0.23655467  0.76344538]]
258.2742,22.12204,0.004679,0.000269,6.498394,10.32542,-9.5415,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.274DEC22.122.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2742&DEC=22.122&SR=0.01,[[ 0.26336598  0.73663396]]
258.25244,22.24587,0.003825,0.000159,2.391238,2.65893,8.8501,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.252DEC22.246.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2524&DEC=22.2459&SR=0.01,[[ 0.74746239  0.25253761]]
258.25243,22.24586,0.003834,0.000155,2.692394,2.39622,7.2889,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.252DEC22.246.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2524&DEC=22.2459&SR=0.01,[[ 0.79655737  0.20344265]]
258.24031,21.82624,0.024373,0.000322,2.489642,2.2602,10.1764,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.24DEC21.826.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2403&DEC=21.8262&SR=0.01,[[ 0.76089531  0.2391047 ]]
258.23889,22.77949,0.001306,0.000155,2.695421,5.41137,-9.5558,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.239DEC22.779.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2389&DEC=22.7795&SR=0.01,[[ 0.83515024  0.16484982]]
258.23887,22.77945,0.001309,0.000159,2.612404,5.1393,-9.5419,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.239DEC22.779.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2389&DEC=22.7795&SR=0.01,[[ 0.81176215  0.18823785]]
258.23008,20.07629,0.006823,0.000252,7.944075,3.41949,9.8263,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.23DEC20.076.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2301&DEC=20.0763&SR=0.01,[[ 0.18844406  0.81155592]]
258.22922,23.22195,0.006271,0.000151,2.583183,3.44425,-9.894,VLASS1.1.ql.T16t23.J171116+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.229DEC23.222.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2292&DEC=23.222&SR=0.01,[[ 0.76479459  0.23520547]]
258.22918,23.22191,0.006246,0.000169,2.54588,3.41863,-9.9143,VLASS1.1.ql.T16t23.J171413+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.229DEC23.222.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2292&DEC=23.2219&SR=0.01,[[ 0.76298285  0.23701714]]
258.22763,20.07326,0.002911,0.000252,22.630808,5.83618,10.0848,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.228DEC20.073.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2276&DEC=20.0733&SR=0.01,[[ 0.14156906  0.85843098]]
258.22675,20.8682,0.001135,0.000168,3.853101,23.93899,-0.1828,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.227DEC20.868.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2268&DEC=20.8682&SR=0.01,[[ 0.14190088  0.8580991 ]]
258.22443,20.88278,0.001562,0.000168,2.085225,2.76733,-9.5713,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.224DEC20.883.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2244&DEC=20.8828&SR=0.01,[[ 0.94087189  0.05912811]]
258.21552,21.91175,0.003142,0.000231,2.339872,3.66822,-9.924,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.216DEC21.912.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2155&DEC=21.9118&SR=0.01,[[ 0.82516778  0.17483218]]
258.21538,21.91163,0.003176,0.000135,2.334363,3.68165,-9.9558,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.215DEC21.912.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2154&DEC=21.9116&SR=0.01,[[ 0.62283826  0.37716174]]
258.21507,20.38491,0.002436,0.000168,2.094854,2.36817,-10.2722,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.215DEC20.385.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2151&DEC=20.3849&SR=0.01,[[ 0.91125631  0.08874375]]
258.21156,22.27615,0.003075,0.000159,2.228612,2.63593,-10.1992,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.212DEC22.276.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2116&DEC=22.2762&SR=0.01,[[ 0.69729537  0.30270463]]
258.21133,22.27594,0.003099,0.000155,2.235276,2.65865,11.8586,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.211DEC22.276.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2113&DEC=22.2759&SR=0.01,[[ 0.71298027  0.2870197 ]]
258.21078,20.9817,0.005777,0.000168,2.587882,2.03564,10.1256,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.211DEC20.982.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2108&DEC=20.9817&SR=0.01,[[ 0.75802934  0.24197067]]
258.2077,21.91072,0.001473,0.000133,3.195749,2.63606,10.7228,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.208DEC21.911.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.2077&DEC=21.9107&SR=0.01,[[ 0.6265083   0.37349167]]
258.1982,20.97743,0.001575,0.000168,2.037886,2.78586,8.3497,VLASS1.1.ql.T16t23.J171347+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.198DEC20.977.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1982&DEC=20.9774&SR=0.01,[[ 0.90305483  0.09694515]]
258.19129,21.69311,0.002012,0.000124,2.013645,2.6258,21.4478,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.191DEC21.693.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1913&DEC=21.6931&SR=0.01,[[ 0.70246685  0.29753321]]
258.16572,23.94601,0.000583,0.000183,4.729137,15.17068,9.648,VLASS1.1.ql.T16t23.J171116+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.166DEC23.946.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1657&DEC=23.946&SR=0.01,[[ 0.77326804  0.22673196]]
258.16552,23.94591,0.000577,0.00018,4.781676,14.76841,-9.1846,VLASS1.1.ql.T16t23.J171413+233000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.166DEC23.946.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1655&DEC=23.9459&SR=0.01,[[ 0.85671675  0.14328326]]
258.1303,22.01079,0.00156,0.000137,2.773294,9.78135,10.0615,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.13DEC22.011.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1303&DEC=22.0108&SR=0.01,[[ 0.72962552  0.27037451]]
258.13004,22.01054,0.001559,0.000231,2.697995,9.84123,10.0683,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.13DEC22.011.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.13&DEC=22.0105&SR=0.01,[[ 0.78650755  0.21349239]]
258.13001,22.01053,0.001578,0.000159,2.807448,10.07898,10.0603,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.13DEC22.011.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.13&DEC=22.0105&SR=0.01,[[ 0.5331986   0.46680138]]
258.12993,22.01047,0.001569,0.000155,2.790295,10.16611,10.0581,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.13DEC22.01.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.1299&DEC=22.0105&SR=0.01,[[ 0.60276777  0.39723223]]
258.09947,21.75101,0.002927,0.000127,2.699411,2.40746,-5.659,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.099DEC21.751.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0995&DEC=21.751&SR=0.01,[[ 0.87708795  0.12291199]]
258.09932,21.75087,0.002905,0.000231,2.655725,2.42855,-8.8243,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.099DEC21.751.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0993&DEC=21.7509&SR=0.01,[[ 0.83289725  0.16710278]]
258.08823,21.57592,0.003706,0.000127,2.444104,2.24187,-12.1052,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.088DEC21.576.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0882&DEC=21.5759&SR=0.01,[[ 0.85379416  0.14620584]]
258.08781,21.57552,0.003678,0.000231,2.384602,2.24554,9.8368,VLASS1.1.ql.T16t23.J171355+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.088DEC21.576.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0878&DEC=21.5755&SR=0.01,[[ 0.82228905  0.17771097]]
258.08574,22.97158,0.00265,0.000155,3.142523,7.21037,-9.6583,VLASS1.1.ql.T16t23.J171059+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.086DEC22.972.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0857&DEC=22.9716&SR=0.01,[[ 0.55022162  0.44977844]]
258.08564,22.9715,0.002649,0.000159,3.122632,7.19887,-9.6539,VLASS1.1.ql.T16t23.J171404+223000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.086DEC22.972.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0856&DEC=22.9715&SR=0.01,[[ 0.60311264  0.39688739]]
258.07793,21.2167,0.0019,0.000123,2.778929,2.58664,9.913,VLASS1.1.ql.T16t23.J171042+213000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.078DEC21.217.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0779&DEC=21.2167&SR=0.01,[[ 0.81279624  0.18720382]]
258.07023,20.74531,0.002691,0.000132,2.572106,2.09152,10.0128,VLASS1.1.ql.T16t23.J171026+203000.10.2048.v1.I.iter1.image.pbcor.tt0.subim.fits,https://storage.googleapis.com/babl-astrid.appspot.com/FIGST16/RA258.07DEC20.745.png,http://ned.ipac.caltech.edu/cgi-bin/nph-objsearch?search_type=Near+Position+Search&of=ascii_tab&RA=258.0702&DEC=20.7453&SR=0.01,[[ 0.60519981  0.39480016]]
